Ticker,buy_date,buy_price,pct_below_sma100_at_buy,sell_date,sell_price,pct_gain,days_held,buy_cause,sell_cause
A,2021-03-04,111.55438995361328,0.014940140037554173,2021-04-05,126.30782318115234,0.13225327334651604,32,BB,BB
A,2021-05-12,124.98645782470705,-0.024969103193107856,2021-05-27,133.63369750976562,0.06918541284837665,15,BB,BB
A,2021-09-27,161.8670654296875,-0.08951725172612224,2021-11-19,160.0425262451172,-0.011271837045583988,53,BB,BB
