Ticker,Buy Date,Buy Price,% Below MA50,Sell Date,Sell Price,% Gain,Holding Days,Cumulative Equity %,Avg Return % (all trades),Year Total Cumulative Return %
WYNN,2015-03-16,109.426066,13.474512,2015-12-31,61.11584,-44.148737,290,-44.148737,-44.148737,-44.148737
